FECHA;HORA;VOLTAJE (VAC);CORRIENTE  (A);POTENCIA (W);TEMPERATURA (°C);VELOCIDAD MECANICA (RPM);VIBRACIONES EJE X;NORMAL ;REVISION ;MANTENIMIENTO ;FALLA;;;;;;;;;
24/2/2021;15:29:41;80;2,5;200;45,2;2725;300;;;1;;;;;;;;;;
24/2/2021;15:29:42;80;2,6;208;44,8;2795;395;;;1;;;;;;;;;;
24/2/2021;15:29:43;80;2,7;216;45,5;2815;295;;;1;;;;;;;;;;
24/2/2021;15:29:44;80;2,9;232;45,1;2825;289;;;1;;;;;;;;;;
24/2/2021;15:29:45;80;3,1;248;45,9;2795;295;;;1;;;;;;;;;;
24/2/2021;15:29:46;80;3,1;248;45,1;2800;300;;;1;;;;;;;;;;
24/2/2021;15:29:47;80;3,1;248;44,9;2815;310;;;1;;;;;;;;;;
24/2/2021;15:29:48;80;3,1;248;44,8;2825;305;;;1;;;;;;;;;;
24/2/2021;15:29:49;80;2,9;232;45,1;2795;301;;;1;;;;;;;;;;
24/2/2021;15:29:50;80;2,7;216;45,2;2825;303;;;1;;;;;;;;;;
24/2/2021;15:29:51;80;2,5;200;49,3;2800;295;;;1;;;;;;;;;;
24/2/2021;15:29:52;80;2,6;208;45,5;2775;275;;;1;;;;;;;;;;
24/2/2021;15:29:53;80;2,1;168;45,1;2725;301;;;1;;;;;;;;;;
24/2/2021;15:29:54;80;2,6;208;45,9;2795;303;;;1;;;;;;;;;;
24/2/2021;15:29:55;80;2,8;224;45,1;2815;295;;;1;;;;;;;;;;
24/2/2021;15:29:56;80;2,7;216;44,9;2825;275;;;1;;;;;;;;;;
24/2/2021;15:29:57;80;2,8;224;44,8;2795;300;;;1;;;;;;;;;;
24/2/2021;15:29:58;80;2,8;224;44,7;2825;395;;;1;;;;;;;;;;
24/2/2021;15:29:59;80;2,7;216;44,9;2800;295;;;1;;;;;;;;;;
24/2/2021;15:30:00;80;2,9;232;45,1;2775;289;;;1;;;;;;;;;;
24/2/2021;15:30:01;80;2,9;232;44,7;2725;295;;;1;;;;;;;;;;
24/2/2021;15:30:02;80;2,9;232;44,9;2825;300;;;1;;;;;;;;;;
24/2/2021;15:30:03;80;2,5;200;45,1;2795;310;;;1;;;;;;;;;;
24/2/2021;15:30:04;80;2,6;208;45,1;2825;395;;;1;;;;;;;;;;
24/2/2021;15:30:05;80;2,6;208;45,2;2800;295;;;1;;;;;;;;;;
24/2/2021;15:30:06;80;2,5;200;44,8;2775;289;;;1;;;;;;;;;;
24/2/2021;15:30:07;80;2,9;232;45,1;2725;295;;;1;;;;;;;;;;
24/2/2021;15:30:08;80;3,1;248;44,9;2795;300;;;1;;;;;;;;;;
24/2/2021;15:30:09;80;3,1;248;44,8;2815;310;;;1;;;;;;;;;;
24/2/2021;15:30:10;80;2,8;224;44,7;2825;305;;;1;;;;;;;;;;
24/2/2021;15:30:11;80;2,5;200;44,9;2795;301;;;1;;;;;;;;;;
24/2/2021;15:30:12;80;2,7;216;45,1;2825;303;;;1;;;;;;;;;;
24/2/2021;15:30:13;80;2,5;200;44,7;2800;295;;;1;;;;;;;;;;
24/2/2021;15:30:14;80;2,6;208;44,9;2800;275;;;1;;;;;;;;;;
24/2/2021;15:30:15;80;2,7;216;45,1;2775;301;;;1;;;;;;;;;;
24/2/2021;15:30:16;80;2,9;232;45,1;2725;303;;;1;;;;;;;;;;
24/2/2021;15:30:17;80;3,1;248;45,2;2795;295;;;1;;;;;;;;;;
24/2/2021;15:30:18;80;3,1;248;44,8;2815;275;;;1;;;;;;;;;;
24/2/2021;15:30:19;80;3,1;248;44,7;2825;300;;;1;;;;;;;;;;
24/2/2021;15:30:20;80;3,1;248;44,9;2795;295;;;1;;;;;;;;;;
24/2/2021;15:30:21;80;2,9;232;45,1;2825;300;;;1;;;;;;;;;;
24/2/2021;15:30:22;80;2,7;216;44,7;2800;310;;;1;;;;;;;;;;
24/2/2021;15:30:23;80;2,5;200;44,9;2775;305;;;1;;;;;;;;;;
24/2/2021;15:30:24;80;2,6;208;45,1;2725;301;;;1;;;;;;;;;;
24/2/2021;15:30:25;80;2,1;168;45,1;2825;303;;;1;;;;;;;;;;
24/2/2021;15:30:26;80;2,6;208;45,2;2795;295;;;1;;;;;;;;;;
24/2/2021;15:30:27;80;2,8;224;49,3;2825;275;;;1;;;;;;;;;;
24/2/2021;15:30:28;80;2,7;216;45,1;2800;301;;;1;;;;;;;;;;
24/2/2021;15:30:29;80;2,8;224;44,9;2775;303;;;1;;;;;;;;;;
24/2/2021;15:30:30;80;2,8;224;44,8;2725;295;;;1;;;;;;;;;;
24/2/2021;15:30:31;80;2,6;208;44,7;2795;275;;;1;;;;;;;;;;
24/2/2021;15:30:32;80;2,7;216;44,9;2815;300;;;1;;;;;;;;;;
24/2/2021;15:30:33;80;2,9;232;45,1;2825;395;;;1;;;;;;;;;;
24/2/2021;15:30:34;80;3,1;248;44,7;2825;295;;;1;;;;;;;;;;
24/2/2021;15:30:35;80;3,1;248;44,9;2795;289;;;1;;;;;;;;;;
24/2/2021;15:30:36;80;3,1;248;45,1;2825;295;;;1;;;;;;;;;;
24/2/2021;15:30:37;80;3,1;248;45,1;2800;300;;;1;;;;;;;;;;
24/2/2021;15:30:38;80;2,9;232;45,2;2775;310;;;1;;;;;;;;;;
24/2/2021;15:30:39;80;2,7;216;44,8;2725;395;;;1;;;;;;;;;;
24/2/2021;15:30:40;80;2,5;200;45,5;2825;295;;;1;;;;;;;;;;
24/2/2021;15:30:41;80;2,6;208;45,1;2795;289;;;1;;;;;;;;;;
24/2/2021;15:30:42;80;2,1;168;45,9;2825;295;;;1;;;;;;;;;;
24/2/2021;15:30:43;80;2,6;208;45,1;2800;300;;;1;;;;;;;;;;
24/2/2021;15:30:44;80;2,8;224;44,9;2775;310;;;1;;;;;;;;;;
24/2/2021;15:30:45;80;2,7;216;44,8;2725;305;;;1;;;;;;;;;;
24/2/2021;15:30:46;80;2,8;224;45,1;2795;301;;;1;;;;;;;;;;
24/2/2021;15:30:47;80;2,8;224;45,2;2815;303;;;1;;;;;;;;;;
24/2/2021;15:30:48;80;2,8;224;49,3;2825;289;;;1;;;;;;;;;;
24/2/2021;15:30:49;80;3,1;248;45,5;2795;295;;;1;;;;;;;;;;
24/2/2021;15:30:50;80;2,8;224;45,1;2825;300;;;1;;;;;;;;;;
24/2/2021;15:30:51;80;2,5;200;45,9;2800;310;;;1;;;;;;;;;;
24/2/2021;15:30:52;80;2,7;216;45,1;2800;305;;;1;;;;;;;;;;
24/2/2021;15:30:53;80;2,5;200;44,9;2775;301;;;1;;;;;;;;;;
24/2/2021;15:30:54;80;2,6;208;44,8;2725;303;;;1;;;;;;;;;;
24/2/2021;15:30:55;80;2,7;216;44,7;2795;295;;;1;;;;;;;;;;
24/2/2021;15:30:56;80;2,9;232;44,9;2815;275;;;1;;;;;;;;;;
24/2/2021;15:30:57;80;3,1;248;45,1;2825;300;;;1;;;;;;;;;;
24/2/2021;15:30:58;80;3,1;248;44,7;2795;395;;;1;;;;;;;;;;
24/2/2021;15:30:59;80;3,1;248;44,9;2825;295;;;1;;;;;;;;;;
24/2/2021;15:31:00;80;3,1;248;45,1;2800;289;;;1;;;;;;;;;;
24/2/2021;15:31:01;80;2,9;232;45,1;2775;295;;;1;;;;;;;;;;
24/2/2021;15:31:02;80;2,7;216;45,2;2825;300;;;1;;;;;;;;;;
24/2/2021;15:31:03;80;2,5;200;44,8;2800;310;;;1;;;;;;;;;;
24/2/2021;15:31:04;80;2,6;208;45,1;2775;305;;;1;;;;;;;;;;
24/2/2021;15:31:05;80;2,9;232;44,9;2725;301;;;1;;;;;;;;;;
24/2/2021;15:31:06;80;3,1;248;44,8;2795;303;;;1;;;;;;;;;;
24/2/2021;15:31:07;80;3,1;248;44,7;2815;295;;;1;;;;;;;;;;
24/2/2021;15:31:08;80;2,8;224;45,1;2825;275;;;1;;;;;;;;;;
24/2/2021;15:31:09;80;2,5;200;44,9;2795;301;;;1;;;;;;;;;;
24/2/2021;15:31:10;80;2,7;216;44,8;2825;303;;;1;;;;;;;;;;
24/2/2021;15:31:11;80;2,5;200;44,7;2800;295;;;1;;;;;;;;;;
24/2/2021;15:31:12;80;2,6;208;44,9;2800;275;;;1;;;;;;;;;;
24/2/2021;15:31:13;80;2,7;216;45,1;2775;300;;;1;;;;;;;;;;
24/2/2021;15:31:14;80;2,9;232;44,7;2725;303;;;1;;;;;;;;;;
24/2/2021;15:31:15;80;3,1;248;44,9;2795;289;;;1;;;;;;;;;;
24/2/2021;15:31:16;80;3,1;248;45,1;2815;295;;;1;;;;;;;;;;
24/2/2021;15:31:17;80;3,1;248;45,1;2825;300;;;1;;;;;;;;;;
24/2/2021;15:31:18;80;3,1;248;45,2;2795;310;;;1;;;;;;;;;;
24/2/2021;15:31:19;80;2,9;232;44,8;2825;305;;;1;;;;;;;;;;
24/2/2021;15:31:20;80;2,9;232;44,7;2800;301;;;1;;;;;;;;;;
24/2/2021;15:31:21;80;3,1;248;44,9;2775;303;;;1;;;;;;;;;;
24/2/2021;15:31:22;80;3,1;248;45,1;2725;295;;;1;;;;;;;;;;
24/2/2021;15:31:23;80;3,1;248;44,7;2825;275;;;1;;;;;;;;;;
24/2/2021;15:31:24;80;3,1;248;44,9;2795;300;;;1;;;;;;;;;;
24/2/2021;15:31:25;80;2,9;232;45,1;2825;395;;;1;;;;;;;;;;
24/2/2021;15:31:26;80;3,1;248;45,1;2800;295;;;1;;;;;;;;;;
24/2/2021;15:31:27;80;3,1;248;45,2;2775;289;;;1;;;;;;;;;;
24/2/2021;15:31:28;80;2,9;232;49,3;2725;295;;;1;;;;;;;;;;
24/2/2021;15:31:29;80;2,7;216;45,1;2795;300;;;1;;;;;;;;;;
24/2/2021;15:31:30;80;2,5;200;44,9;2815;310;;;1;;;;;;;;;;
24/2/2021;15:31:31;80;2,6;208;44,8;2825;305;;;1;;;;;;;;;;
24/2/2021;15:31:32;80;2,9;232;44,7;2825;301;;;1;;;;;;;;;;
24/2/2021;15:31:33;80;3,1;248;44,9;2795;303;;;1;;;;;;;;;;
24/2/2021;15:31:34;80;3,1;248;45,1;2825;295;;;1;;;;;;;;;;
24/2/2021;15:31:35;80;2,8;224;44,7;2800;275;;;1;;;;;;;;;;
24/2/2021;15:31:36;80;2,5;200;44,9;2775;301;;;1;;;;;;;;;;
24/2/2021;15:31:37;80;2,7;216;45,1;2725;303;;;1;;;;;;;;;;
24/2/2021;15:31:38;80;2,5;200;45,1;2825;295;;;1;;;;;;;;;;
24/2/2021;15:31:39;80;2,6;208;45,2;2795;275;;;1;;;;;;;;;;
24/2/2021;15:31:40;80;2,7;216;44,8;2825;300;;;1;;;;;;;;;;
24/2/2021;15:31:41;80;2,9;232;45,5;2800;395;;;1;;;;;;;;;;
24/2/2021;15:31:42;80;3,1;248;45,1;2775;295;;;1;;;;;;;;;;
24/2/2021;15:31:43;80;3,1;248;45,1;2725;289;;;1;;;;;;;;;;
24/2/2021;15:31:44;80;3,1;248;44,9;2795;295;;;1;;;;;;;;;;
24/2/2021;15:31:45;80;3,1;248;44,8;2815;300;;;1;;;;;;;;;;
24/2/2021;15:31:46;80;2,9;232;44,7;2825;310;;;1;;;;;;;;;;
24/2/2021;15:31:47;80;2,9;232;44,9;2795;395;;;1;;;;;;;;;;
24/2/2021;15:31:48;80;3,1;248;45,1;2825;295;;;1;;;;;;;;;;
24/2/2021;15:31:49;80;3,1;248;44,7;2800;289;;;1;;;;;;;;;;
24/2/2021;15:31:50;80;3,1;248;44,9;2800;295;;;1;;;;;;;;;;
24/2/2021;15:31:51;80;3,1;248;45,1;2775;300;;;1;;;;;;;;;;
24/2/2021;15:31:52;80;2,9;232;45,1;2725;310;;;1;;;;;;;;;;
24/2/2021;15:31:53;80;3,1;248;45,2;2795;305;;;1;;;;;;;;;;
24/2/2021;15:31:54;80;3,1;248;44,8;2815;301;;;1;;;;;;;;;;
24/2/2021;15:31:55;80;2,9;232;44,7;2825;295;;;1;;;;;;;;;;
24/2/2021;15:31:56;80;2,7;216;44,9;2795;289;;;1;;;;;;;;;;
24/2/2021;15:31:57;80;2,5;200;45,1;2775;295;;;1;;;;;;;;;;
24/2/2021;15:31:58;80;2,6;208;44,7;2725;300;;;1;;;;;;;;;;
24/2/2021;15:31:59;80;2,9;232;44,9;2795;310;;;1;;;;;;;;;;
24/2/2021;15:32:00;80;3,1;248;45,1;2815;305;;;1;;;;;;;;;;
24/2/2021;15:32:01;80;3,1;248;45,1;2825;301;;;1;;;;;;;;;;
24/2/2021;15:32:02;80;2,8;224;45,2;2825;303;;;1;;;;;;;;;;
24/2/2021;15:32:03;80;2,5;200;49,3;2795;295;;;1;;;;;;;;;;
24/2/2021;15:32:04;80;2,7;216;45,1;2825;275;;;1;;;;;;;;;;
24/2/2021;15:32:05;80;2,5;200;44,9;2800;301;;;1;;;;;;;;;;
24/2/2021;15:32:06;80;2,6;208;44,8;2775;303;;;1;;;;;;;;;;
24/2/2021;15:32:07;80;2,7;216;44,7;2725;295;;;1;;;;;;;;;;
24/2/2021;15:32:08;80;2,9;232;44,9;2825;275;;;1;;;;;;;;;;
24/2/2021;15:32:09;80;3,1;248;45,1;2795;300;;;1;;;;;;;;;;
24/2/2021;15:32:10;80;3,1;248;44,7;2825;395;;;1;;;;;;;;;;
24/2/2021;15:32:11;80;3,1;248;44,9;2800;295;;;1;;;;;;;;;;
24/2/2021;15:32:12;80;3,1;248;45,1;2775;289;;;1;;;;;;;;;;
24/2/2021;15:32:13;80;2,9;232;45,1;2725;295;;;1;;;;;;;;;;
24/2/2021;15:32:14;80;2,9;232;45,2;2795;300;;;1;;;;;;;;;;
24/2/2021;15:32:15;80;3,1;248;44,8;2815;310;;;1;;;;;;;;;;
24/2/2021;15:32:16;80;3,1;248;45,5;2825;395;;;1;;;;;;;;;;
24/2/2021;15:32:17;80;3,1;248;45,1;2795;295;;;1;;;;;;;;;;
24/2/2021;15:32:18;80;3,1;248;45,1;2825;289;;;1;;;;;;;;;;
24/2/2021;15:32:19;80;2,9;232;44,9;2800;295;;;1;;;;;;;;;;
24/2/2021;15:32:20;80;3,1;248;44,8;2800;300;;;1;;;;;;;;;;
24/2/2021;15:32:21;80;3,1;248;44,7;2825;310;;;1;;;;;;;;;;
24/2/2021;15:32:22;80;2,9;232;44,9;2800;305;;;1;;;;;;;;;;
24/2/2021;15:32:23;80;2,7;216;45,1;2800;301;;;1;;;;;;;;;;
24/2/2021;15:32:24;80;2,5;200;44,7;2775;303;;;1;;;;;;;;;;
24/2/2021;15:32:25;80;2,6;208;44,9;2725;295;;;1;;;;;;;;;;
24/2/2021;15:32:26;80;2,9;232;45,1;2795;275;;;1;;;;;;;;;;
24/2/2021;15:32:27;80;3,1;248;45,1;2815;301;;;1;;;;;;;;;;
24/2/2021;15:32:28;80;3,1;248;45,2;2825;303;;;1;;;;;;;;;;
24/2/2021;15:32:29;80;2,8;224;44,8;2795;295;;;1;;;;;;;;;;
24/2/2021;15:32:30;80;2,5;200;44,7;2825;275;;;1;;;;;;;;;;
24/2/2021;15:32:31;80;2,7;216;44,9;2800;300;;;1;;;;;;;;;;
24/2/2021;15:32:32;80;2,5;200;45,1;2775;295;;;1;;;;;;;;;;
24/2/2021;15:32:33;80;2,6;208;44,7;2725;300;;;1;;;;;;;;;;
24/2/2021;15:32:34;80;2,7;216;44,9;2825;310;;;1;;;;;;;;;;
24/2/2021;15:32:35;80;2,9;232;45,1;2795;305;;;1;;;;;;;;;;
24/2/2021;15:32:36;80;3,1;248;45,1;2825;301;;;1;;;;;;;;;;
24/2/2021;15:32:37;80;3,1;248;45,2;2800;303;;;1;;;;;;;;;;
24/2/2021;15:32:38;80;3,1;248;49,3;2775;295;;;1;;;;;;;;;;
24/2/2021;15:32:39;80;3,1;248;45,1;2725;275;;;1;;;;;;;;;;
24/2/2021;15:32:40;80;2,9;232;44,9;2795;301;;;1;;;;;;;;;;
24/2/2021;15:32:41;80;2,9;232;44,8;2815;303;;;1;;;;;;;;;;
24/2/2021;15:32:42;80;3,1;248;44,7;2825;295;;;1;;;;;;;;;;
24/2/2021;15:32:43;80;3,1;248;44,9;2825;275;;;1;;;;;;;;;;
24/2/2021;15:32:44;80;3,1;248;45,1;2795;300;;;1;;;;;;;;;;
24/2/2021;15:32:45;80;3,1;248;44,7;2825;395;;;1;;;;;;;;;;
24/2/2021;15:32:46;80;2,9;232;44,9;2800;295;;;1;;;;;;;;;;
24/2/2021;15:32:47;80;3,1;248;45,1;2775;289;;;1;;;;;;;;;;
24/2/2021;15:32:48;80;3,1;248;45,1;2725;295;;;1;;;;;;;;;;
24/2/2021;15:32:49;80;3,1;248;45,2;2825;300;;;1;;;;;;;;;;
24/2/2021;15:32:50;80;2,9;232;44,8;2795;310;;;1;;;;;;;;;;
24/2/2021;15:32:51;80;2,9;232;45,5;2825;395;;;1;;;;;;;;;;
24/2/2021;15:32:52;80;3,1;248;45,1;2800;295;;;1;;;;;;;;;;
24/2/2021;15:32:53;80;3,1;248;45,1;2775;289;;;1;;;;;;;;;;
24/2/2021;15:32:54;80;3,1;248;44,9;2725;295;;;1;;;;;;;;;;
24/2/2021;15:32:55;80;3,1;248;44,8;2795;300;;;1;;;;;;;;;;
24/2/2021;15:32:56;80;2,9;232;44,7;2815;310;;;1;;;;;;;;;;
24/2/2021;15:32:57;80;3,1;248;44,9;2825;305;;;1;;;;;;;;;;
24/2/2021;15:32:58;80;3,1;248;45,1;2795;301;;;1;;;;;;;;;;
24/2/2021;15:32:59;80;3,1;248;44,7;2825;303;;;1;;;;;;;;;;
24/2/2021;15:33:00;80;2,9;232;44,9;2800;289;;;1;;;;;;;;;;
24/2/2021;15:33:01;80;2,9;232;45,1;2800;295;;;1;;;;;;;;;;
24/2/2021;15:33:02;80;3,1;248;45,1;2775;300;;;1;;;;;;;;;;
24/2/2021;15:33:03;80;3,1;248;45,2;2725;310;;;1;;;;;;;;;;
24/2/2021;15:33:04;80;3,1;248;44,8;2795;305;;;1;;;;;;;;;;
24/2/2021;15:33:05;80;3,1;248;44,7;2815;301;;;1;;;;;;;;;;
24/2/2021;15:33:06;80;2,9;232;44,9;2825;303;;;1;;;;;;;;;;
24/2/2021;15:33:07;80;3,1;248;45,1;2795;295;;;1;;;;;;;;;;
24/2/2021;15:33:08;80;3,1;248;44,7;2800;275;;;1;;;;;;;;;;
24/2/2021;15:33:09;80;3,1;248;44,9;2815;300;;;1;;;;;;;;;;
24/2/2021;15:33:10;80;2,9;232;45,1;2825;395;;;1;;;;;;;;;;
24/2/2021;15:33:11;80;2,9;232;45,1;2795;295;;;1;;;;;;;;;;
24/2/2021;15:33:12;80;3,1;248;45,2;2825;289;;;1;;;;;;;;;;
24/2/2021;15:33:13;80;3,1;248;49,3;2800;295;;;1;;;;;;;;;;
24/2/2021;15:33:14;80;3,1;248;45,1;2775;300;;;1;;;;;;;;;;
24/2/2021;15:33:15;80;3,1;248;44,9;2725;310;;;1;;;;;;;;;;
24/2/2021;15:33:16;80;2,9;232;44,8;2795;305;;;1;;;;;;;;;;
24/2/2021;15:33:17;80;2,9;232;44,7;2815;301;;;1;;;;;;;;;;
24/2/2021;15:33:18;65;3,5;227,5;47,1;2225;395;;;;1;;;;;;;;;
24/2/2021;15:33:19;65;3,3;214,5;48,2;2125;410;;;;1;;;;;;;;;
24/2/2021;15:33:20;65;3,5;227,5;49,5;2150;415;;;;1;;;;;;;;;
24/2/2021;15:33:21;65;3,6;234;51,2;2000;425;;;;1;;;;;;;;;
24/2/2021;15:33:22;65;3,7;240,5;52,1;2025;465;;;;1;;;;;;;;;
24/2/2021;15:33:23;65;4,1;266,5;51,3;2015;495;;;;1;;;;;;;;;
24/2/2021;15:33:24;65;4,8;312;51,9;2015;500;;;;1;;;;;;;;;
24/2/2021;15:33:25;65;4,5;292,5;52,3;2015;515;;;;1;;;;;;;;;
24/2/2021;15:33:26;65;4,8;312;53,2;2025;525;;;;1;;;;;;;;;
24/2/2021;15:33:27;65;4,7;305,5;54,3;2015;575;;;;1;;;;;;;;;
24/2/2021;15:33:28;65;3,9;253,5;55,1;1995;525;;;;1;;;;;;;;;
24/2/2021;15:33:29;65;3,8;247;56,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:33:30;65;4,1;266,5;51,2;2025;575;;;;1;;;;;;;;;
24/2/2021;15:33:31;65;4,5;292,5;52,1;2125;525;;;;1;;;;;;;;;
24/2/2021;15:33:32;65;4,8;312;51,3;2095;515;;;;1;;;;;;;;;
24/2/2021;15:33:33;65;4,6;299;51,9;2085;525;;;;1;;;;;;;;;
24/2/2021;15:33:34;65;4,7;305,5;52,3;2075;555;;;;1;;;;;;;;;
24/2/2021;15:33:35;65;4,1;266,5;53,2;2025;525;;;;1;;;;;;;;;
24/2/2021;15:33:36;65;4,5;292,5;54,3;2150;515;;;;1;;;;;;;;;
24/2/2021;15:33:37;65;4,6;299;55,1;2000;575;;;;1;;;;;;;;;
24/2/2021;15:33:38;65;4,1;266,5;56,2;2025;500;;;;1;;;;;;;;;
24/2/2021;15:33:39;65;4,8;312;53,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:33:40;65;4,8;312;54,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:33:41;65;4,9;318,5;55,1;2015;575;;;;1;;;;;;;;;
24/2/2021;15:33:42;65;3,7;240,5;56,2;2025;525;;;;1;;;;;;;;;
24/2/2021;15:33:43;65;3,9;253,5;51,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:33:44;65;3,8;247;52,1;1995;575;;;;1;;;;;;;;;
24/2/2021;15:33:45;65;3,9;253,5;51,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:33:46;65;4,1;266,5;51,9;2025;515;;;;1;;;;;;;;;
24/2/2021;15:33:47;65;4,5;292,5;52,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:33:48;65;4,3;279,5;53,2;2015;555;;;;1;;;;;;;;;
24/2/2021;15:33:49;65;4,8;312;54,3;1995;525;;;;1;;;;;;;;;
24/2/2021;15:33:50;65;4,4;286;55,1;2015;515;;;;1;;;;;;;;;
24/2/2021;15:33:51;65;3,7;240,5;56,2;2025;525;;;;1;;;;;;;;;
24/2/2021;15:33:52;65;4,1;266,5;51,2;2125;575;;;;1;;;;;;;;;
24/2/2021;15:33:53;65;4,8;312;52,1;2095;525;;;;1;;;;;;;;;
24/2/2021;15:33:54;65;4,5;292,5;51,3;2085;515;;;;1;;;;;;;;;
24/2/2021;15:33:55;65;4,8;312;51,9;2075;575;;;;1;;;;;;;;;
24/2/2021;15:33:56;65;4,7;305,5;52,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:33:57;65;3,9;253,5;53,2;2150;515;;;;1;;;;;;;;;
24/2/2021;15:33:58;65;3,8;247;54,3;2000;525;;;;1;;;;;;;;;
24/2/2021;15:33:59;65;4,1;266,5;55,1;2025;555;;;;1;;;;;;;;;
24/2/2021;15:34:00;65;4,5;292,5;56,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:34:01;65;4,8;312;53,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:34:02;65;4,6;299;54,3;2015;575;;;;1;;;;;;;;;
24/2/2021;15:34:03;65;4,7;305,5;55,1;2025;500;;;;1;;;;;;;;;
24/2/2021;15:34:04;65;4,1;266,5;56,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:34:05;65;4,5;292,5;51,2;1995;525;;;;1;;;;;;;;;
24/2/2021;15:34:06;65;4,6;299;52,1;2015;575;;;;1;;;;;;;;;
24/2/2021;15:34:07;65;4,1;266,5;51,2;2025;525;;;;1;;;;;;;;;
24/2/2021;15:34:08;65;4,8;312;52,1;2125;515;;;;1;;;;;;;;;
24/2/2021;15:34:09;65;4,8;312;51,3;2095;575;;;;1;;;;;;;;;
24/2/2021;15:34:10;65;4,9;318,5;51,9;2085;525;;;;1;;;;;;;;;
24/2/2021;15:34:11;65;3,7;240,5;52,3;2075;525;;;;1;;;;;;;;;
24/2/2021;15:34:12;65;3,9;253,5;53,2;2025;575;;;;1;;;;;;;;;
24/2/2021;15:34:13;65;3,8;247;54,3;2150;525;;;;1;;;;;;;;;
24/2/2021;15:34:14;65;3,9;253,5;55,1;2000;515;;;;1;;;;;;;;;
24/2/2021;15:34:15;65;4,1;266,5;56,2;2025;575;;;;1;;;;;;;;;
24/2/2021;15:34:16;65;4,5;292,5;53,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:34:17;65;4,3;279,5;54,3;2015;515;;;;1;;;;;;;;;
24/2/2021;15:34:18;65;4,8;312;55,1;2015;525;;;;1;;;;;;;;;
24/2/2021;15:34:19;65;4,4;286;56,2;2025;555;;;;1;;;;;;;;;
24/2/2021;15:34:20;65;4,1;266,5;51,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:34:21;65;4,5;292,5;52,1;1995;515;;;;1;;;;;;;;;
24/2/2021;15:34:22;65;4,8;312;51,3;2015;575;;;;1;;;;;;;;;
24/2/2021;15:34:23;65;4,6;299;51,9;2025;500;;;;1;;;;;;;;;
24/2/2021;15:34:24;65;4,7;305,5;52,3;2025;515;;;;1;;;;;;;;;
24/2/2021;15:34:25;65;4,1;266,5;53,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:34:26;65;4,5;292,5;54,3;1995;575;;;;1;;;;;;;;;
24/2/2021;15:34:27;65;4,6;299;55,1;2015;525;;;;1;;;;;;;;;
24/2/2021;15:34:28;65;4,1;266,5;56,2;2025;515;;;;1;;;;;;;;;
24/2/2021;15:34:29;65;4,8;312;51,2;2125;575;;;;1;;;;;;;;;
24/2/2021;15:34:30;65;4,8;312;52,1;2095;525;;;;1;;;;;;;;;
24/2/2021;15:34:31;65;4,9;318,5;51,3;2085;515;;;;1;;;;;;;;;
24/2/2021;15:34:32;65;3,7;240,5;51,9;2075;525;;;;1;;;;;;;;;
24/2/2021;15:34:33;65;3,9;253,5;52,3;2025;555;;;;1;;;;;;;;;
24/2/2021;15:34:34;65;3,8;247;53,2;2150;525;;;;1;;;;;;;;;
24/2/2021;15:34:35;65;3,9;253,5;54,3;2000;515;;;;1;;;;;;;;;
24/2/2021;15:34:36;65;4,1;266,5;55,1;2025;525;;;;1;;;;;;;;;
24/2/2021;15:34:37;65;4,5;292,5;56,2;2015;575;;;;1;;;;;;;;;
24/2/2021;15:34:38;65;4,3;279,5;53,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:34:39;65;4,8;312;54,3;1995;515;;;;1;;;;;;;;;
24/2/2021;15:34:40;65;4,4;286;55,1;2015;575;;;;1;;;;;;;;;
24/2/2021;15:34:41;65;3,7;240,5;56,2;2025;525;;;;1;;;;;;;;;
24/2/2021;15:34:42;65;4,1;266,5;51,2;2125;515;;;;1;;;;;;;;;
24/2/2021;15:34:43;65;4,8;312;52,1;2095;525;;;;1;;;;;;;;;
24/2/2021;15:34:44;65;4,5;292,5;51,9;2085;555;;;;1;;;;;;;;;
24/2/2021;15:34:45;65;4,8;312;52,3;2075;525;;;;1;;;;;;;;;
24/2/2021;15:34:46;65;4,7;305,5;53,2;2025;515;;;;1;;;;;;;;;
24/2/2021;15:34:47;65;3,9;253,5;54,3;2150;575;;;;1;;;;;;;;;
24/2/2021;15:34:48;65;3,8;247;55,1;2000;500;;;;1;;;;;;;;;
24/2/2021;15:34:49;65;4,1;266,5;56,2;2025;515;;;;1;;;;;;;;;
24/2/2021;15:34:50;65;4,5;292,5;51,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:34:51;65;4,8;312;52,1;2015;575;;;;1;;;;;;;;;
24/2/2021;15:34:52;65;4,6;299;51,3;2015;525;;;;1;;;;;;;;;
