FECHA;HORA;VOLTAJE (VAC);CORRIENTE  (A);POTENCIA (W);TEMPERATURA (°C);VELOCIDAD MECANICA (RPM);VIBRACIONES EJE X;NORMAL ;REVISION ;MANTENIMIENTO ;FALLA
26/2/2021;15:13:08;90;1,4;126;32,7;3195;245;;1;;
26/2/2021;15:13:09;90;1,2;108;32,8;3200;274;;1;;
26/2/2021;15:13:10;90;1,4;126;32,3;2900;239;;1;;
26/2/2021;15:13:11;90;1,2;108;32,7;2950;250;;1;;
26/2/2021;15:13:12;90;1,4;126;32,8;3000;249;;1;;
26/2/2021;15:13:13;90;1,3;117;32,5;3125;247;;1;;
26/2/2021;15:13:14;90;1,2;108;33,1;3000;245;;1;;
26/2/2021;15:13:15;90;1,3;117;32,1;3100;255;;1;;
26/2/2021;15:13:16;90;1,2;108;33,1;2950;265;;1;;
26/2/2021;15:13:17;90;1,4;126;32,1;3000;245;;1;;
26/2/2021;15:13:18;90;1,3;117;33,1;2925;274;;1;;
26/2/2021;15:13:19;90;1,2;108;32,8;3000;239;;1;;
26/2/2021;15:13:20;90;1,4;126;32,8;3125;246;;1;;
26/2/2021;15:13:21;90;1,3;117;32,3;3000;247;;1;;
26/2/2021;15:13:22;90;1,4;126;32,7;3100;250;;1;;
26/2/2021;15:13:23;90;1,3;117;32,8;2950;249;;1;;
26/2/2021;15:13:24;90;1,4;126;32,3;3000;247;;1;;
26/2/2021;15:13:25;90;1,2;108;32,7;2950;245;;1;;
26/2/2021;15:13:26;90;1,4;126;32,8;3000;255;;1;;
26/2/2021;15:13:27;90;1,3;117;32,5;3125;265;;1;;
26/2/2021;15:13:28;90;1,2;108;33,1;3000;245;;1;;
26/2/2021;15:13:29;90;1,3;117;32,1;3100;274;;1;;
26/2/2021;15:13:30;90;1,3;117;33,1;2950;239;;1;;
26/2/2021;15:13:31;90;1,4;126;32,1;3000;246;;1;;
26/2/2021;15:13:32;90;1,2;108;33,1;3195;247;;1;;
26/2/2021;15:13:33;90;1,4;126;32,8;2900;250;;1;;
26/2/2021;15:13:34;90;1,2;108;31,8;2950;249;;1;;
26/2/2021;15:13:35;90;1,4;126;32,9;3000;247;;1;;
26/2/2021;15:13:36;90;1,3;117;31,9;3125;245;;1;;
26/2/2021;15:13:37;90;1,2;108;32,5;3000;255;;1;;
26/2/2021;15:13:38;90;1,3;117;33,1;3100;265;;1;;
26/2/2021;15:13:39;90;1,1;99;32,1;2950;245;;1;;
26/2/2021;15:13:40;90;1,4;126;32,7;3000;274;;1;;
26/2/2021;15:13:41;90;1,2;108;32,3;2925;239;;1;;
26/2/2021;15:13:42;90;1,4;126;31,7;3000;246;;1;;
26/2/2021;15:13:43;90;1,3;117;31,8;3125;247;;1;;
26/2/2021;15:13:44;90;1,2;108;31,9;3000;250;;1;;
26/2/2021;15:13:45;90;1,3;117;32,5;3100;249;;1;;
26/2/2021;15:13:46;90;1,3;117;32,7;2950;247;;1;;
26/2/2021;15:13:47;90;1,4;126;32,8;3000;245;;1;;
26/2/2021;15:13:48;90;1,2;108;31,8;2950;255;;1;;
26/2/2021;15:13:49;90;1,3;117;32,9;3000;265;;1;;
26/2/2021;15:13:50;90;1,4;126;32,5;3125;245;;1;;
26/2/2021;15:13:51;90;1,2;108;32,7;3000;274;;1;;
26/2/2021;15:13:52;90;1,1;99;32,8;3100;250;;1;;
26/2/2021;15:13:53;90;1,4;126;31,8;2950;249;;1;;
26/2/2021;15:13:54;90;1,3;117;32,9;3000;247;;1;;
26/2/2021;15:13:55;90;1,2;108;31,9;2925;245;;1;;
26/2/2021;15:13:56;90;1,4;126;32,5;3000;255;;1;;
26/2/2021;15:13:57;90;1,3;117;33,1;2900;265;;1;;
26/2/2021;15:13:58;90;1,4;126;32,1;2950;245;;1;;
26/2/2021;15:13:59;90;1,3;117;32,7;3000;274;;1;;
26/2/2021;15:14:00;90;1,4;126;32,3;3125;239;;1;;
26/2/2021;15:14:01;90;1,2;108;33,5;3000;246;;1;;
26/2/2021;15:14:02;90;1,4;126;33,1;3100;247;;1;;
26/2/2021;15:14:03;90;1,3;117;32,3;2950;250;;1;;
26/2/2021;15:14:04;90;1,2;108;32,7;3000;249;;1;;
26/2/2021;15:14:05;90;1,3;117;32,8;2925;247;;1;;
26/2/2021;15:14:06;90;1,3;117;32,3;3000;245;;1;;
26/2/2021;15:14:07;90;1,4;126;32,7;3125;255;;1;;
26/2/2021;15:14:08;90;1,2;108;32,8;3000;265;;1;;
26/2/2021;15:14:09;90;1,4;126;32,3;3100;245;;1;;
26/2/2021;15:14:10;90;1,2;108;32,7;2950;274;;1;;
26/2/2021;15:14:11;90;1,4;126;32,8;3000;239;;1;;
26/2/2021;15:14:12;90;1,3;117;32,5;2950;246;;1;;
26/2/2021;15:14:13;90;1,2;108;33,1;3000;247;;1;;
26/2/2021;15:14:14;90;1,3;117;32,1;3125;250;;1;;
26/2/2021;15:14:15;90;1,1;99;32,7;3000;249;;1;;
26/2/2021;15:14:16;90;1,4;126;33,5;3100;247;;1;;
26/2/2021;15:14:17;90;1,2;108;33,1;2950;245;;1;;
26/2/2021;15:14:18;90;1,4;126;32,3;3000;255;;1;;
26/2/2021;15:14:19;90;1,3;117;32,7;3195;265;;1;;
26/2/2021;15:14:20;90;1,2;108;32,8;3190;245;;1;;
26/2/2021;15:14:21;90;1,3;117;32,3;3185;274;;1;;
26/2/2021;15:14:22;90;1,3;117;32,7;3195;239;;1;;
26/2/2021;15:14:23;90;1,4;126;32,8;3200;246;;1;;
26/2/2021;15:14:24;90;1,2;108;32,3;2900;247;;1;;
26/2/2021;15:14:25;90;1,3;117;32,7;2950;250;;1;;
26/2/2021;15:14:26;90;1,4;126;32,8;3000;249;;1;;
26/2/2021;15:14:27;90;1,3;117;32,5;3125;247;;1;;
26/2/2021;15:14:28;90;1,4;126;33,1;3000;245;;1;;
26/2/2021;15:14:29;90;1,2;108;32,1;3100;255;;1;;
26/2/2021;15:14:30;90;1,4;126;32,9;2950;265;;1;;
26/2/2021;15:14:31;90;1,3;117;31,9;3000;245;;1;;
26/2/2021;15:14:32;90;1,2;108;32,5;2925;274;;1;;
26/2/2021;15:14:33;90;1,3;117;33,1;3000;249;;1;;
26/2/2021;15:14:34;90;1,3;117;32,1;3125;247;;1;;
26/2/2021;15:14:35;90;1,4;126;32,7;3000;245;;1;;
26/2/2021;15:14:36;90;1,2;108;32,3;3100;255;;1;;
26/2/2021;15:14:37;90;1,4;126;31,7;2950;265;;1;;
26/2/2021;15:14:38;90;1,2;108;33,5;3000;245;;1;;
26/2/2021;15:14:39;90;1,4;126;33,1;2950;274;;1;;
26/2/2021;15:14:40;90;1,3;117;32,3;3000;239;;1;;
26/2/2021;15:14:41;90;1,2;108;32,7;3125;246;;1;;
26/2/2021;15:14:42;90;1,3;117;32,8;3000;247;;1;;
26/2/2021;15:14:43;90;1,2;108;32,3;3100;250;;1;;
26/2/2021;15:14:44;90;1,4;126;32,7;2950;249;;1;;
26/2/2021;15:14:45;90;1,3;117;32,8;3000;247;;1;;
26/2/2021;15:14:46;90;1,2;108;32,3;3225;245;;1;;
26/2/2021;15:14:47;90;1,4;126;32,7;3195;255;;1;;
26/2/2021;15:14:48;90;1,3;117;32,8;3185;265;;1;;
26/2/2021;15:14:49;90;1,4;126;32,5;3200;245;;1;;
26/2/2021;15:14:50;90;1,3;117;33,1;3195;274;;1;;
26/2/2021;15:14:51;90;1,4;126;32,1;3190;239;;1;;
26/2/2021;15:14:52;90;1,2;108;32,7;3200;246;;1;;
26/2/2021;15:14:53;90;1,4;126;33,5;3225;247;;1;;
26/2/2021;15:14:54;90;1,3;117;33,1;3195;250;;1;;
26/2/2021;15:14:55;90;1,2;108;32,3;3185;249;;1;;
26/2/2021;15:14:56;90;1,3;117;32,7;3200;247;;1;;
26/2/2021;15:14:57;90;1,3;117;32,8;3195;249;;1;;
26/2/2021;15:14:58;90;1,4;126;32,3;3190;247;;1;;
26/2/2021;15:14:59;90;1,2;108;32,7;3185;245;;1;;
26/2/2021;15:15:00;90;1,4;126;32,8;3195;255;;1;;
26/2/2021;15:15:01;90;1,2;108;32,3;3200;265;;1;;
26/2/2021;15:15:02;90;1,4;126;32,7;3225;245;;1;;
26/2/2021;15:15:03;90;1,3;117;32,8;3195;274;;1;;
26/2/2021;15:15:04;90;1,2;108;32,5;3200;239;;1;;
26/2/2021;15:15:05;90;1,3;117;33,1;3195;246;;1;;
26/2/2021;15:15:06;90;1,1;99;32,1;3190;247;;1;;
26/2/2021;15:15:07;90;1,4;126;32,8;3185;250;;1;;
26/2/2021;15:15:08;90;1,2;108;31,8;3195;249;;1;;
26/2/2021;15:15:09;90;1,4;126;33,5;3200;247;;1;;
26/2/2021;15:15:10;90;1,3;117;33,1;3225;245;;1;;
26/2/2021;15:15:11;90;1,2;108;32,3;3195;255;;1;;
26/2/2021;15:15:12;90;1,3;117;32,7;3185;265;;1;;
26/2/2021;15:15:13;90;1,3;117;32,8;3200;249;;1;;
26/2/2021;15:15:14;90;1,4;126;32,3;3195;247;;1;;
26/2/2021;15:15:15;90;1,2;108;32,7;3190;245;;1;;
26/2/2021;15:15:16;90;1,3;117;32,8;3200;255;;1;;
26/2/2021;15:15:17;90;1,4;126;32,3;3225;265;;1;;
26/2/2021;15:15:18;90;1,3;117;32,7;3195;245;;1;;
26/2/2021;15:15:19;90;1,2;108;32,8;3185;274;;1;;
26/2/2021;15:15:20;90;1,4;126;32,5;3200;239;;1;;
26/2/2021;15:15:21;90;1,2;108;33,1;3200;246;;1;;
26/2/2021;15:15:22;90;1,4;126;32,1;3250;247;;1;;
26/2/2021;15:15:23;90;1,3;117;32,7;3200;250;;1;;
26/2/2021;15:15:24;90;1,2;108;33,5;2950;249;;1;;
26/2/2021;15:15:25;90;1,3;117;33,1;3000;247;;1;;
26/2/2021;15:15:26;90;1,2;108;32,3;3125;245;;1;;
26/2/2021;15:15:27;90;1,4;126;32,7;3000;255;;1;;
26/2/2021;15:15:28;90;1,2;108;32,8;3100;265;;1;;
26/2/2021;15:15:29;90;1,4;126;32,3;2950;245;;1;;
26/2/2021;15:15:30;90;1,3;117;32,7;3000;274;;1;;
26/2/2021;15:15:31;90;1,2;108;32,8;2925;239;;1;;
26/2/2021;15:15:32;90;1,3;117;32,3;3000;246;;1;;
26/2/2021;15:15:33;90;1,4;126;32,7;3125;247;;1;;
26/2/2021;15:15:34;90;1,3;117;32,8;3000;250;;1;;
26/2/2021;15:15:35;90;1,2;108;32,5;3100;249;;1;;
26/2/2021;15:15:36;90;1,4;126;33,1;2950;247;;1;;
26/2/2021;15:15:37;90;1,2;108;32,1;3000;245;;1;;
26/2/2021;15:15:38;90;1,4;126;32,1;2950;255;;1;;
26/2/2021;15:15:39;90;1,3;117;32,7;3000;265;;1;;
26/2/2021;15:15:40;90;1,2;108;32,3;3125;245;;1;;
26/2/2021;15:15:41;90;1,3;117;33,5;3000;274;;1;;
26/2/2021;15:15:42;90;1,4;126;33,1;3100;239;;1;;
26/2/2021;15:15:43;90;1,2;108;32,3;2950;246;;1;;
26/2/2021;15:15:44;90;1,4;126;32,7;3000;247;;1;;
26/2/2021;15:15:45;90;1,3;117;32,8;2925;250;;1;;
26/2/2021;15:15:46;90;1,2;108;32,3;3000;249;;1;;
26/2/2021;15:15:47;90;1,3;117;32,7;2900;247;;1;;
26/2/2021;15:15:48;90;1,4;126;32,8;2950;245;;1;;
26/2/2021;15:15:49;90;1,2;108;32,3;3000;255;;1;;
26/2/2021;15:15:50;90;1,4;126;32,7;3125;265;;1;;
26/2/2021;15:15:51;90;1,3;117;32,8;3000;245;;1;;
26/2/2021;15:15:52;90;1,2;108;32,5;3100;274;;1;;
26/2/2021;15:15:53;90;1,3;117;33,1;2950;239;;1;;
26/2/2021;15:15:54;90;1,2;108;32,1;3000;246;;1;;
26/2/2021;15:15:55;90;1,4;126;32,7;2925;247;;1;;
26/2/2021;15:15:56;90;1,3;117;33,5;3000;250;;1;;
26/2/2021;15:15:57;90;1,4;126;33,1;3125;249;;1;;
26/2/2021;15:15:58;90;1,2;108;32,3;3000;247;;1;;
26/2/2021;15:15:59;90;1,4;126;32,7;3100;245;;1;;
26/2/2021;15:16:00;90;1,3;117;32,8;2950;255;;1;;
26/2/2021;15:16:01;90;1,2;108;32,3;3000;265;;1;;
26/2/2021;15:16:02;90;1,3;117;32,7;2950;245;;1;;
26/2/2021;15:16:03;90;1,2;108;32,8;3000;274;;1;;
26/2/2021;15:16:04;90;1,4;126;32,3;3125;239;;1;;
26/2/2021;15:16:05;90;1,3;117;32,7;3000;246;;1;;
26/2/2021;15:16:06;90;1,2;108;32,8;3100;247;;1;;
26/2/2021;15:16:07;90;1,1;99;32,5;2950;250;;1;;
26/2/2021;15:16:08;90;1,4;126;33,1;3000;249;;1;;
26/2/2021;15:16:09;90;1,2;108;32,1;3195;247;;1;;
26/2/2021;15:16:10;90;1,4;126;32,5;3190;245;;1;;
26/2/2021;15:16:11;90;1,3;117;32,7;3185;255;;1;;
26/2/2021;15:16:12;90;1,2;108;32,8;3195;265;;1;;
26/2/2021;15:16:13;90;1,3;117;33,5;3200;245;;1;;
26/2/2021;15:16:14;90;1,1;99;33,1;2900;274;;1;;
26/2/2021;15:16:15;90;1,1;99;32,3;2950;239;;1;;
26/2/2021;15:16:16;90;1,4;126;32,7;3000;246;;1;;
26/2/2021;15:16:17;90;1,4;126;32,8;3125;247;;1;;
26/2/2021;15:16:18;90;1,2;108;32,3;3000;250;;1;;
26/2/2021;15:16:19;90;1,4;126;32,7;3100;249;;1;;
26/2/2021;15:16:20;90;1,3;117;32,8;2950;247;;1;;
26/2/2021;15:16:21;90;1,2;108;32,3;3000;245;;1;;
26/2/2021;15:16:22;90;1,4;126;32,7;2925;255;;1;;
26/2/2021;15:16:23;90;1,2;108;32,8;3000;265;;1;;
26/2/2021;15:16:24;90;1,4;126;32,5;3125;249;;1;;
26/2/2021;15:16:25;90;1,3;117;33,1;3000;247;;1;;
26/2/2021;15:16:26;90;1,2;108;32,1;3100;245;;1;;
26/2/2021;15:16:27;90;1,3;117;32,7;2950;255;;1;;
26/2/2021;15:16:28;90;1,3;117;33,5;3000;265;;1;;
26/2/2021;15:16:29;90;1,2;108;33,1;2950;245;;1;;
26/2/2021;15:16:30;90;1,1;99;32,3;3000;274;;1;;
26/2/2021;15:16:31;90;1,4;126;32,7;3125;239;;1;;
26/2/2021;15:16:32;90;1,2;108;32,8;3000;246;;1;;
26/2/2021;15:16:33;90;1,4;126;32,3;3100;247;;1;;
26/2/2021;15:16:34;90;1,3;117;32,7;2950;250;;1;;
26/2/2021;15:16:35;90;1,2;108;32,8;3000;249;;1;;
26/2/2021;15:16:36;90;1,3;117;32,3;3195;247;;1;;
26/2/2021;15:16:37;90;1,2;108;47,5;2900;245;;1;;
26/2/2021;15:16:38;80;3,1;248;46,3;2950;255;;;1;
26/2/2021;15:16:39;80;2,9;232;45,1;3000;265;;;1;
26/2/2021;15:16:40;80;2,8;224;46,7;3125;245;;;1;
26/2/2021;15:16:41;80;2,7;216;49,3;3000;274;;;1;
26/2/2021;15:16:42;80;2,9;232;45,5;3100;239;;;1;
26/2/2021;15:16:43;80;2,7;216;47,5;2950;246;;;1;
26/2/2021;15:16:44;80;2,9;232;46,3;3000;247;;;1;
26/2/2021;15:16:45;80;3,1;248;45,1;2925;250;;;1;
26/2/2021;15:16:46;80;3,1;248;46,7;3000;249;;;1;
26/2/2021;15:16:47;80;3,1;248;49,3;3125;247;;;1;
26/2/2021;15:16:48;80;3,1;248;47,5;3000;245;;;1;
26/2/2021;15:16:49;80;3,1;248;46,3;3100;255;;;1;
26/2/2021;15:16:50;80;2,9;232;45,1;2950;265;;;1;
26/2/2021;15:16:51;80;2,7;216;46,7;3000;245;;;1;
26/2/2021;15:16:52;80;3,1;248;49,3;2950;274;;;1;
26/2/2021;15:16:53;80;2,9;232;45,5;3000;310;;;1;
26/2/2021;15:16:54;80;2,8;224;47,5;3125;305;;;1;
26/2/2021;15:16:55;80;2,7;216;46,3;3000;301;;;1;
26/2/2021;15:16:56;80;2,9;232;45,1;3100;303;;;1;
26/2/2021;15:16:57;80;2,7;216;46,7;2950;295;;;1;
26/2/2021;15:16:58;80;2,9;232;49,3;3000;275;;;1;
26/2/2021;15:16:59;80;3,1;248;47,5;2925;301;;;1;
26/2/2021;15:17:00;80;3,1;248;46,3;3000;303;;;1;
26/2/2021;15:17:01;80;2,9;232;45,1;2900;295;;;1;
26/2/2021;15:17:02;80;2,9;232;46,7;2950;275;;;1;
26/2/2021;15:17:03;80;2,9;232;49,3;3000;300;;;1;
26/2/2021;15:17:04;80;2,5;200;45,5;3125;395;;;1;
26/2/2021;15:17:05;80;2,6;208;47,5;3000;295;;;1;
26/2/2021;15:17:06;80;2,6;208;46,3;3185;289;;;1;
26/2/2021;15:17:07;80;2,7;216;45,1;3195;295;;;1;
26/2/2021;15:17:08;80;2,8;224;46,7;3200;300;;;1;
26/2/2021;15:17:09;80;3,1;248;49,3;3225;310;;;1;
26/2/2021;15:17:10;80;2,9;232;47,5;3195;395;;;1;
26/2/2021;15:17:11;80;2,8;224;46,3;2825;295;;;1;
26/2/2021;15:17:12;80;2,7;216;45,1;2795;289;;;1;
26/2/2021;15:17:13;80;2,9;232;46,7;2825;295;;;1;
26/2/2021;15:17:14;80;2,7;216;49,3;2800;300;;;1;
26/2/2021;15:17:15;80;2,9;232;45,5;2775;310;;;1;
26/2/2021;15:17:16;80;3,1;248;47,5;2725;305;;;1;
26/2/2021;15:17:17;80;3,1;248;46,3;2825;301;;;1;
26/2/2021;15:17:18;80;2,8;224;45,1;2795;303;;;1;
26/2/2021;15:17:19;80;3,1;248;46,7;2825;295;;;1;
26/2/2021;15:17:20;80;2,9;232;49,3;2800;275;;;1;
26/2/2021;15:17:21;80;2,8;224;47,5;2775;301;;;1;
26/2/2021;15:17:22;80;2,7;216;46,3;2725;303;;;1;
26/2/2021;15:17:23;80;2,9;232;45,1;2795;295;;;1;
26/2/2021;15:17:24;80;2,7;216;46,7;2815;275;;;1;
26/2/2021;15:17:25;80;2,9;232;49,3;2825;300;;;1;
26/2/2021;15:17:26;80;3,1;248;45,5;2825;295;;;1;
26/2/2021;15:17:27;80;3,1;248;47,5;2795;300;;;1;
26/2/2021;15:17:28;80;3,1;248;46,3;2825;310;;;1;
26/2/2021;15:17:29;80;2,9;232;45,1;2800;305;;;1;
26/2/2021;15:17:30;80;2,7;216;46,7;2775;301;;;1;
26/2/2021;15:17:31;80;2,5;200;49,3;2725;303;;;1;
26/2/2021;15:17:32;80;2,6;208;47,5;2825;295;;;1;
26/2/2021;15:17:33;80;2,1;168;46,3;2795;275;;;1;
26/2/2021;15:17:34;80;2,6;208;45,1;2825;301;;;1;
26/2/2021;15:17:35;80;2,8;224;46,7;2800;303;;;1;
26/2/2021;15:17:36;80;2,7;216;49,3;2775;295;;;1;
26/2/2021;15:17:37;80;2,8;224;45,5;2725;275;;;1;
26/2/2021;15:17:38;80;2,8;224;47,5;2795;300;;;1;
26/2/2021;15:17:39;80;2,7;216;46,3;2815;395;;;1;
26/2/2021;15:17:40;80;2,9;232;45,1;2825;295;;;1;
26/2/2021;15:17:41;80;2,9;232;46,7;2795;289;;;1;
26/2/2021;15:17:42;80;2,9;232;49,3;2825;295;;;1;
26/2/2021;15:17:43;80;2,5;200;47,5;2800;300;;;1;
26/2/2021;15:17:44;80;2,6;208;46,3;2800;310;;;1;
26/2/2021;15:17:45;80;2,6;208;45,1;2775;395;;;1;
26/2/2021;15:17:46;80;2,7;216;46,7;2725;295;;;1;
26/2/2021;15:17:47;80;2,8;224;49,3;2795;289;;;1;
26/2/2021;15:17:48;80;3,1;248;45,5;2815;295;;;1;
26/2/2021;15:17:49;80;2,9;232;47,5;2825;300;;;1;
26/2/2021;15:17:50;80;2,7;216;46,3;2795;310;;;1;
26/2/2021;15:17:51;80;3,1;248;45,1;2825;305;;;1;
26/2/2021;15:17:52;80;2,9;232;46,7;2800;301;;;1;
26/2/2021;15:17:53;80;2,8;224;49,3;2775;303;;;1;
26/2/2021;15:17:54;80;2,7;216;47,5;2825;289;;;1;
26/2/2021;15:17:55;80;2,9;232;46,3;2800;295;;;1;
26/2/2021;15:17:56;80;2,7;216;45,1;2775;300;;;1;
26/2/2021;15:17:57;80;2,9;232;46,7;2725;310;;;1;
26/2/2021;15:17:58;80;3,1;248;49,3;2795;305;;;1;
26/2/2021;15:17:59;80;3,1;248;45,5;2815;301;;;1;
26/2/2021;15:18:00;80;2,9;232;47,5;2825;303;;;1;
26/2/2021;15:18:01;80;2,9;232;46,3;2795;295;;;1;
26/2/2021;15:18:02;80;2,9;232;45,1;2825;275;;;1;
26/2/2021;15:18:03;80;2,5;200;46,7;2800;300;;;1;
26/2/2021;15:18:04;80;2,6;208;49,3;2800;395;;;1;
26/2/2021;15:18:05;80;2,6;208;47,5;2775;295;;;1;
26/2/2021;15:18:06;80;2,7;216;46,3;2725;289;;;1;
26/2/2021;15:18:07;80;2,8;224;45,1;2795;295;;;1;
26/2/2021;15:18:08;80;3,1;248;46,7;2815;300;;;1;
26/2/2021;15:18:09;80;2,9;232;49,3;2825;310;;;1;
26/2/2021;15:18:10;80;2,8;224;45,5;2795;305;;;1;
26/2/2021;15:18:11;80;2,7;216;47,5;2825;301;;;1;
26/2/2021;15:18:12;80;2,9;232;46,3;2800;303;;;1;
26/2/2021;15:18:13;80;2,7;216;45,1;2775;295;;;1;
26/2/2021;15:18:14;80;2,9;232;46,7;2725;275;;;1;
26/2/2021;15:18:15;80;3,1;248;49,3;2825;301;;;1;
26/2/2021;15:18:16;80;3,1;248;47,5;2795;303;;;1;
26/2/2021;15:18:17;80;2,8;224;46,3;2825;295;;;1;
26/2/2021;15:18:18;80;3,1;248;45,1;2800;275;;;1;
26/2/2021;15:18:19;80;2,8;224;46,7;2775;300;;;1;
26/2/2021;15:18:20;80;3,1;248;49,3;2725;395;;;1;
26/2/2021;15:18:21;80;2,9;232;45,5;2795;295;;;1;
26/2/2021;15:18:22;80;2,7;216;47,5;2815;289;;;1;
26/2/2021;15:18:23;80;3,1;248;46,3;2825;295;;;1;
26/2/2021;15:18:24;80;2,9;232;45,1;2825;300;;;1;
26/2/2021;15:18:25;80;2,8;224;46,7;2795;310;;;1;
26/2/2021;15:18:26;80;2,7;216;49,3;2825;395;;;1;
26/2/2021;15:18:27;80;2,9;232;47,5;2800;295;;;1;
26/2/2021;15:18:28;80;2,7;216;46,3;2775;289;;;1;
26/2/2021;15:18:29;80;2,9;232;45,1;2725;295;;;1;
26/2/2021;15:18:30;80;3,1;248;46,7;2825;300;;;1;
26/2/2021;15:18:31;80;3,1;248;49,3;2795;310;;;1;
26/2/2021;15:18:32;80;2,9;232;45,5;2825;305;;;1;
26/2/2021;15:18:33;80;2,9;232;47,5;2800;301;;;1;
26/2/2021;15:18:34;80;2,9;232;46,3;2775;303;;;1;
26/2/2021;15:18:35;80;2,5;200;45,1;2725;295;;;1;
26/2/2021;15:18:36;80;2,6;208;46,7;2795;275;;;1;
26/2/2021;15:18:37;80;2,6;208;49,3;2815;301;;;1;
26/2/2021;15:18:38;80;2,7;216;47,5;2825;310;;;1;
26/2/2021;15:18:39;80;2,8;224;46,3;2795;395;;;1;
26/2/2021;15:18:40;80;3,1;248;45,1;2825;295;;;1;
26/2/2021;15:18:41;80;2,9;232;46,7;2800;289;;;1;
26/2/2021;15:18:42;80;2,8;224;49,3;2800;295;;;1;
26/2/2021;15:18:43;80;2,7;216;45,5;2775;300;;;1;
26/2/2021;15:18:44;80;2,9;232;47,5;2725;310;;;1;
26/2/2021;15:18:45;80;2,7;216;46,3;2795;305;;;1;
26/2/2021;15:18:46;80;2,9;232;45,1;2815;301;;;1;
26/2/2021;15:18:47;80;3,1;248;46,7;2825;303;;;1;
26/2/2021;15:18:48;80;3,1;248;49,3;2795;295;;;1;
26/2/2021;15:18:49;80;2,8;224;45,1;2800;275;;;1;
26/2/2021;15:18:50;80;3,1;248;47,5;2815;301;;;1;
26/2/2021;15:18:51;80;2,9;232;46,3;2825;303;;;1;
26/2/2021;15:18:52;80;2,9;232;45,1;2795;295;;;1;
26/2/2021;15:18:53;80;2,9;232;46,7;2825;275;;;1;
26/2/2021;15:18:54;80;3,1;248;49,3;2800;300;;;1;
26/2/2021;15:18:55;80;2,9;232;45,5;2775;295;;;1;
26/2/2021;15:18:56;80;2,8;224;47,5;2725;300;;;1;
26/2/2021;15:18:57;80;2,7;216;46,3;2795;310;;;1;
26/2/2021;15:18:58;80;2,9;232;45,1;2815;305;;;1;
26/2/2021;15:18:59;80;2,7;216;46,7;2825;301;;;1;
26/2/2021;15:19:00;80;2,9;232;49,3;2795;303;;;1;
26/2/2021;15:19:01;80;3,1;248;47,5;2825;295;;;1;
26/2/2021;15:19:02;80;3,1;248;46,3;2800;275;;;1;
26/2/2021;15:19:03;80;3,1;248;45,1;2775;301;;;1;
26/2/2021;15:19:04;80;3,1;248;46,7;2725;303;;;1;
26/2/2021;15:19:05;80;3,1;248;49,3;2825;295;;;1;
26/2/2021;15:19:06;80;2,9;232;45,5;2795;275;;;1;
26/2/2021;15:19:07;80;2,7;216;47,5;2825;300;;;1;
26/2/2021;15:19:08;80;3,1;248;46,3;2800;395;;;1;
26/2/2021;15:19:09;80;2,9;232;45,1;2775;295;;;1;
26/2/2021;15:19:10;80;2,8;224;46,7;2725;289;;;1;
26/2/2021;15:19:11;80;2,7;216;49,3;2795;295;;;1;
26/2/2021;15:19:12;80;2,9;232;47,5;2815;300;;;1;
26/2/2021;15:19:13;80;2,7;216;46,3;2825;310;;;1;
26/2/2021;15:19:14;80;2,9;232;45,1;2795;395;;;1;
26/2/2021;15:19:15;80;3,1;248;46,7;2825;295;;;1;
26/2/2021;15:19:16;80;3,1;248;49,3;2800;289;;;1;
26/2/2021;15:19:17;80;2,9;232;45,5;2800;295;;;1;
26/2/2021;15:19:18;80;2,9;232;47,5;2775;300;;;1;
26/2/2021;15:19:19;80;2,9;232;46,3;2725;310;;;1;
26/2/2021;15:19:20;80;2,5;200;45,1;2795;305;;;1;
26/2/2021;15:19:21;80;2,6;208;46,7;2815;301;;;1;
26/2/2021;15:19:22;80;2,6;208;49,3;2825;303;;;1;
26/2/2021;15:19:23;80;2,7;216;47,5;2795;289;;;1;
26/2/2021;15:19:24;80;2,8;224;46,3;2825;295;;;1;
26/2/2021;15:19:25;80;3,1;248;45,1;2800;300;;;1;
26/2/2021;15:19:26;80;2,9;232;46,7;2775;310;;;1;
26/2/2021;15:19:27;80;2,8;224;49,3;2725;305;;;1;
26/2/2021;15:19:28;80;2,7;216;45,5;2825;301;;;1;
26/2/2021;15:19:29;80;2,9;232;47,5;2795;303;;;1;
26/2/2021;15:19:30;80;2,7;216;46,3;2825;295;;;1;
26/2/2021;15:19:31;80;2,9;232;45,1;2800;275;;;1;
26/2/2021;15:19:32;80;3,1;248;46,7;2775;300;;;1;
26/2/2021;15:19:33;80;3,1;248;49,3;2725;395;;;1;
26/2/2021;15:19:34;80;2,8;224;47,5;2795;295;;;1;
26/2/2021;15:19:35;80;3,1;248;46,3;2815;289;;;1;
26/2/2021;15:19:36;80;2,9;232;45,1;2825;295;;;1;
26/2/2021;15:19:37;80;2,8;224;46,7;2825;300;;;1;
26/2/2021;15:19:38;80;2,7;216;49,3;2795;310;;;1;
26/2/2021;15:19:39;80;2,9;232;45,5;2825;305;;;1;
26/2/2021;15:19:40;80;2,7;216;47,5;2800;301;;;1;
26/2/2021;15:19:41;80;2,9;232;46,3;2775;303;;;1;
26/2/2021;15:19:42;80;3,1;248;45,1;2725;295;;;1;
26/2/2021;15:19:43;80;3,1;248;46,7;2825;275;;;1;
