#NUM;$FECHA;$HORA;$RPM;$CORR;$TEMP;$VIB;;
1350;23/12/2020;9:22:29;2800;0,87;29,1;0,11;;
1351;23/12/2020;9:22:30;2750;0,82;29,3;0,03;;
1352;23/12/2020;9:22:31;2900;0,82;29,3;0,04;;
1353;23/12/2020;9:22:32;2850;0,82;29,5;0,03;;
1354;23/12/2020;9:22:33;2800;0,83;29,3;0,03;;
1355;23/12/2020;9:22:34;2925;0,83;29,5;0,03;;
1356;23/12/2020;9:22:35;2850;0,83;29,3;0,02;;
1357;23/12/2020;9:22:36;2950;0,83;29,1;0,03;;
1358;23/12/2020;9:22:37;2900;0,83;29,1;0,02;;
1359;23/12/2020;9:22:38;2750;0,87;29,3;0,03;;
1360;23/12/2020;9:22:39;2900;0,82;29,1;0,05;;
1361;23/12/2020;9:22:40;2850;0,82;29,3;0,09;;
1362;23/12/2020;9:22:41;2950;0,82;29,3;0,2;;
1363;23/12/2020;9:22:42;3000;0,83;29,5;0,08;;
1364;23/12/2020;9:22:43;2950;0,83;29,3;0,05;;
1365;23/12/2020;9:22:44;2850;0,83;29,5;0,04;;
1366;23/12/2020;9:22:45;2800;0,83;29,3;0,05;;
1367;23/12/2020;9:22:46;2925;0,83;28,3;0,07;;
1368;23/12/2020;9:22:47;3000;0,83;28,1;0,04;;
1369;23/12/2020;9:22:48;2900;0,87;28,3;0,03;;
1370;23/12/2020;9:22:49;2925;0,82;28,3;0,02;;
1371;23/12/2020;9:22:50;3000;0,82;28,3;0,05;;
1372;23/12/2020;9:22:51;2800;0,82;28,3;0,05;;
1373;23/12/2020;9:22:52;2925;0,83;28,5;0,09;;
1374;23/12/2020;9:22:53;2900;0,83;28,1;0,11;;
1375;23/12/2020;9:22:54;2800;0,82;28,3;0,07;;
1376;23/12/2020;9:22:55;2750;0,83;28,5;0,07;;
1377;23/12/2020;9:22:56;2900;0,83;29,3;0,09;;
1378;23/12/2020;9:22:57;2850;0,83;29,1;0,04;;
1379;23/12/2020;9:22:58;2800;0,83;29,3;0,07;;
1380;23/12/2020;9:22:59;2925;0,83;29,3;0,05;;
1381;23/12/2020;9:23:00;2900;0,83;26,6;0,07;;
1382;23/12/2020;9:23:01;2850;0,82;28,3;0,11;;
1383;23/12/2020;9:23:02;2800;0,82;28,1;0,08;;
1384;23/12/2020;9:23:03;2925;0,82;28,5;0,05;;
1385;23/12/2020;9:23:04;2850;0,83;28,3;0,03;;
1386;23/12/2020;9:23:05;2950;0,83;28,1;0,01;;
1387;23/12/2020;9:23:06;2900;0,83;28,3;0,02;;
1388;23/12/2020;9:23:07;2750;0,82;28,5;0,03;;
1389;23/12/2020;9:23:08;2900;0,83;29,3;0,04;;
1390;23/12/2020;9:23:09;2850;0,83;29,1;0,03;;
1391;23/12/2020;9:23:10;2950;0,83;29,3;0,03;;
1392;23/12/2020;9:23:11;3000;0,87;28,9;0,03;;
1393;23/12/2020;9:23:12;2950;0,82;29,1;0,02;;
1394;23/12/2020;9:23:13;2850;0,82;29,3;0,03;;
1395;23/12/2020;9:23:14;2800;0,82;29,3;0,11;;
1396;23/12/2020;9:23:15;2925;0,83;29,5;0,03;;
1397;23/12/2020;9:23:16;3000;0,83;29,3;0,04;;
1398;23/12/2020;9:23:17;2900;0,83;29,3;0,03;;
1399;23/12/2020;9:23:18;2925;0,83;29,5;0,03;;
1400;23/12/2020;9:23:19;3000;0,83;29,3;0,03;;
1401;23/12/2020;9:23:20;2800;0,87;29,1;0,02;;
1402;23/12/2020;9:23:21;2925;0,82;29,1;0,03;;
1403;23/12/2020;9:23:22;2900;0,82;29,3;0,02;;
1404;23/12/2020;9:23:23;2925;0,82;29,1;0,03;;
1405;23/12/2020;9:23:24;2850;0,83;29,3;0,05;;
1406;23/12/2020;9:23:25;2950;0,83;29,3;0,09;;
1407;23/12/2020;9:23:26;3000;0,83;29,5;0,2;;
1408;23/12/2020;9:23:27;2950;0,82;29,3;0,08;;
1409;23/12/2020;9:23:28;2800;0,83;28,3;0,05;;
1410;23/12/2020;9:23:29;2925;0,83;28,1;0,04;;
1411;23/12/2020;9:23:30;2900;0,83;28,3;0,05;;
1412;23/12/2020;9:23:31;2800;0,83;28,5;0,07;;
1413;23/12/2020;9:23:32;2750;0,83;29,3;0,04;;
1414;23/12/2020;9:23:33;2900;0,83;29,1;0,03;;
1415;23/12/2020;9:23:34;3000;0,82;29,3;0,02;;
1416;23/12/2020;9:23:35;2950;0,83;28,9;0,05;;
1417;23/12/2020;9:23:36;2800;0,83;29,1;0,05;;
1418;23/12/2020;9:23:37;2925;0,83;29,3;0,09;;
1419;23/12/2020;9:23:38;2900;0,83;29,3;0,11;;
1420;23/12/2020;9:23:39;2800;0,83;29,5;0,07;;
1421;23/12/2020;9:23:40;2750;0,83;29,3;0,07;;
1422;23/12/2020;9:23:41;2900;0,82;29,3;0,05;;
1423;23/12/2020;9:23:42;3000;0,82;29,5;0,07;;
1424;23/12/2020;9:23:43;2925;0,82;29,3;0,11;;
1425;23/12/2020;9:23:44;2900;0,83;29,1;0,08;;
1426;23/12/2020;9:23:45;2800;0,83;29,1;0,05;;
1427;23/12/2020;9:23:46;2750;0,83;29,3;0,03;;
1428;23/12/2020;9:23:47;2900;0,82;29,1;0,03;;
1429;23/12/2020;9:23:48;2850;0,83;29,3;0,02;;
1430;23/12/2020;9:23:49;2800;0,83;29,3;0,03;;
1431;23/12/2020;9:23:50;2925;0,83;29,5;0,04;;
1432;23/12/2020;9:23:51;2850;0,87;29,3;0,03;;
1433;23/12/2020;9:23:52;2950;0,82;29,5;0,03;;
1434;23/12/2020;9:23:53;2900;0,82;29,3;0,03;;
1435;23/12/2020;9:23:54;2750;0,82;29,1;0,02;;
1436;23/12/2020;9:23:55;2900;0,83;29,1;0,03;;
1437;23/12/2020;9:23:56;2850;0,83;29,3;0,11;;
1438;23/12/2020;9:23:57;2950;0,83;29,1;0,03;;
1439;23/12/2020;9:23:58;3000;0,83;29,3;0,04;;
1440;23/12/2020;9:23:59;2950;0,83;29,3;0,03;;
1441;23/12/2020;9:24:00;2850;0,87;29,5;0,03;;
1442;23/12/2020;9:24:01;2800;0,82;29,3;0,03;;
1443;23/12/2020;9:24:02;2925;0,82;29,5;0,02;;
1444;23/12/2020;9:24:03;3000;0,82;29,3;0,03;;
1445;23/12/2020;9:24:04;2900;0,83;28,3;0,02;;
1446;23/12/2020;9:24:05;2925;0,83;28,1;0,03;;
1447;23/12/2020;9:24:06;3000;0,83;28,3;0,05;;
1448;23/12/2020;9:24:07;2800;0,83;28,3;0,09;;
1449;23/12/2020;9:24:08;2925;0,83;28,3;0,2;;
1450;23/12/2020;9:24:09;2900;0,83;28,3;0,08;;
1451;23/12/2020;9:24:10;2800;0,87;28,5;0,05;;
1452;23/12/2020;9:24:11;2750;0,82;28,1;0,04;;
1453;23/12/2020;9:24:12;2800;0,82;28,3;0,05;;
1454;23/12/2020;9:24:13;2750;0,82;28,5;0,07;;
1455;23/12/2020;9:24:14;2900;0,83;29,3;0,04;;
1456;23/12/2020;9:24:15;2850;0,82;29,1;0,03;;
1457;23/12/2020;9:24:16;2800;0,82;29,3;0,02;;
1458;23/12/2020;9:24:17;2925;0,82;29,3;0,05;;
1459;23/12/2020;9:24:18;2850;0,82;28,3;0,05;;
1460;23/12/2020;9:24:19;2950;0,83;28,5;0,09;;
1461;23/12/2020;9:24:20;2900;0,83;29,3;0,11;;
1462;23/12/2020;9:24:21;3000;0,83;29,1;0,07;;
1463;23/12/2020;9:24:22;2950;0,83;29,3;0,07;;
1464;23/12/2020;9:24:23;2850;0,83;28,9;0,05;;
1465;23/12/2020;9:24:24;2800;0,82;29,1;0,07;;
1466;23/12/2020;9:24:25;2925;0,82;29,3;0,09;;
1467;23/12/2020;9:24:26;2850;0,82;29,3;0,11;;
1468;23/12/2020;9:24:27;2950;0,83;29,5;0,03;;
1469;23/12/2020;9:24:28;3000;0,83;29,3;0,04;;
1470;23/12/2020;9:24:29;2950;0,83;29,3;0,05;;
1471;23/12/2020;9:24:30;2800;0,83;29,5;0,07;;
1472;23/12/2020;9:24:31;2925;0,83;29,3;0,04;;
1473;23/12/2020;9:24:32;2900;0,83;29,1;0,03;;
1474;23/12/2020;9:24:33;2800;0,82;29,1;0,02;;
1475;23/12/2020;9:24:34;2750;0,82;29,3;0,05;;
1476;23/12/2020;9:24:35;2900;0,82;29,1;0,05;;
1477;23/12/2020;9:24:36;2850;0,83;29,3;0,09;;
1478;23/12/2020;9:24:37;2950;0,83;29,3;0,11;;
1479;23/12/2020;9:24:38;3000;0,83;29,5;0,07;;
1480;23/12/2020;9:24:39;2950;0,82;29,3;0,09;;
1481;23/12/2020;9:24:40;2850;0,83;29,5;0,04;;
1482;23/12/2020;9:24:41;2800;0,83;29,3;0,07;;
1483;23/12/2020;9:24:42;2925;0,83;29,1;0,05;;
1484;23/12/2020;9:24:43;3000;0,87;29,1;0,07;;
1485;23/12/2020;9:24:44;2900;0,87;29,3;0,11;;
1486;23/12/2020;9:24:45;2925;0,89;29,1;0,08;;
1487;23/12/2020;9:24:46;3000;0,89;29,3;0,03;;
1488;23/12/2020;9:24:47;2800;0,89;29,3;0,02;;
1489;23/12/2020;9:24:48;2925;0,89;29,5;0,03;;
1490;23/12/2020;9:24:49;2900;0,89;29,3;0,11;;
1491;23/12/2020;9:24:50;2800;0,89;29,5;0,03;;
1492;23/12/2020;9:24:51;2750;0,88;29,3;0,04;;
1493;23/12/2020;9:24:52;2900;0,89;28,3;0,03;;
1494;23/12/2020;9:24:53;2850;0,87;28,1;0,03;;
1495;23/12/2020;9:24:54;2800;0,89;28,3;0,03;;
1496;23/12/2020;9:24:55;2925;0,89;28,3;0,02;;
1497;23/12/2020;9:24:56;2850;0,87;28,3;0,03;;
1498;23/12/2020;9:24:57;2950;0,89;28,3;0,02;;
1499;23/12/2020;9:24:58;2900;0,87;28,5;0,03;;
1500;23/12/2020;9:24:59;2750;0,87;28,1;0,05;;
1501;23/12/2020;9:25:00;2900;0,87;28,3;0,09;;
1502;23/12/2020;9:25:01;2850;0,87;28,5;0,2;;
1503;23/12/2020;9:25:02;2950;0,87;29,3;0,08;;
1504;23/12/2020;9:25:03;3000;0,87;29,1;0,05;;
1505;23/12/2020;9:25:04;2950;0,87;29,3;0,04;;
1506;23/12/2020;9:25:05;2850;0,87;29,3;0,05;;
1507;23/12/2020;9:25:06;2800;0,87;26,6;0,07;;
1508;23/12/2020;9:25:07;2925;0,87;28,3;0,04;;
1509;23/12/2020;9:25:08;3000;0,87;28,1;0,03;;
1510;23/12/2020;9:25:09;2900;0,87;28,5;0,02;;
1511;23/12/2020;9:25:10;2925;0,87;28,3;0,05;;
1512;23/12/2020;9:25:11;3000;0,87;28,1;0,05;;
1513;23/12/2020;9:25:12;2800;0,87;28,3;0,09;;
1514;23/12/2020;9:25:13;2925;0,87;28,5;0,11;;
1515;23/12/2020;9:25:14;2900;0,87;29,3;0,07;;
1516;23/12/2020;9:25:15;2800;0,83;29,1;0,07;;
1517;23/12/2020;9:25:16;2750;0,82;29,3;0,05;;
1518;23/12/2020;9:25:17;2900;0,82;28,9;0,07;;
1519;23/12/2020;9:25:18;2850;0,82;29,1;0,09;;
1520;23/12/2020;9:25:19;2800;0,83;29,3;0,11;;
1521;23/12/2020;9:25:20;2925;0,83;29,3;0,03;;
1522;23/12/2020;9:25:21;2850;0,83;29,5;0,04;;
1523;23/12/2020;9:25:22;2950;0,82;29,3;0,05;;
1524;23/12/2020;9:25:23;2900;0,83;29,3;0,07;;
1525;23/12/2020;9:25:24;2750;0,83;29,5;0,04;;
1526;23/12/2020;9:25:25;2900;0,83;29,3;0,03;;
1527;23/12/2020;9:25:26;2850;0,87;29,1;0,02;;
1528;23/12/2020;9:25:27;2950;0,87;29,1;0,05;;
1529;23/12/2020;9:25:28;3000;0,89;29,3;0,05;;
1530;23/12/2020;9:25:29;2950;0,89;29,1;0,09;;
1531;23/12/2020;9:25:30;2850;0,89;29,3;0,11;;
1532;23/12/2020;9:25:31;2800;0,89;29,3;0,07;;
1533;23/12/2020;9:25:32;2925;0,89;29,5;0,09;;
1534;23/12/2020;9:25:33;3000;0,89;29,3;0,04;;
1535;23/12/2020;9:25:34;2900;0,88;29,5;0,07;;
1536;23/12/2020;9:25:35;2925;0,89;29,3;0,05;;
1537;23/12/2020;9:25:36;3000;0,87;29,1;0,07;;
1538;23/12/2020;9:25:37;2800;0,89;29,1;0,11;;
1539;23/12/2020;9:25:38;2925;0,89;29,3;0,08;;
1540;23/12/2020;9:25:39;2900;0,87;29,1;0,04;;
1541;23/12/2020;9:25:40;2800;0,89;29,3;0,03;;
1542;23/12/2020;9:25:41;2750;0,87;29,3;0,02;;
1543;23/12/2020;9:25:42;2900;0,87;29,5;0,05;;
1544;23/12/2020;9:25:43;2850;0,87;29,3;0,05;;
1545;23/12/2020;9:25:44;2800;0,87;29,5;0,09;;
1546;23/12/2020;9:25:45;2925;0,87;29,3;0,11;;
1547;23/12/2020;9:25:46;2850;0,87;28,3;0,07;;
1548;23/12/2020;9:25:47;2950;0,87;28,1;0,07;;
1549;23/12/2020;9:25:48;2900;0,87;28,3;0,05;;
1550;23/12/2020;9:25:49;2900;0,87;28,3;0,07;;
1551;23/12/2020;9:25:50;2925;0,87;28,3;0,11;;
1552;23/12/2020;9:25:51;3000;0,87;28,3;0,08;;
1553;23/12/2020;9:25:52;2800;0,87;28,5;0,05;;
1554;23/12/2020;9:25:53;2925;0,87;28,1;0,03;;
1555;23/12/2020;9:25:54;2900;0,87;28,3;0,03;;
1556;23/12/2020;9:25:55;2800;0,87;28,5;0,02;;
1557;23/12/2020;9:25:56;2750;0,87;29,3;0,03;;
1558;23/12/2020;9:25:57;2900;0,87;29,1;0,04;;
1559;23/12/2020;9:25:58;2850;0,82;29,3;0,03;;
1560;23/12/2020;9:25:59;2800;0,82;29,3;0,03;;
1561;23/12/2020;9:26:00;2925;0,82;28,3;0,03;;
1562;23/12/2020;9:26:01;2850;0,82;28,5;0,02;;
1563;23/12/2020;9:26:02;2950;0,83;29,3;0,03;;
1564;23/12/2020;9:26:03;3000;0,83;29,1;0,11;;
1565;23/12/2020;9:26:04;2950;0,83;29,3;0,03;;
1566;23/12/2020;9:26:05;2850;0,83;28,9;0,04;;
1567;23/12/2020;9:26:06;2800;0,83;29,1;0,03;;
1568;23/12/2020;9:26:07;2925;0,82;29,3;0,03;;
1569;23/12/2020;9:26:08;2850;0,82;29,3;0,03;;
1570;23/12/2020;9:26:09;2950;0,82;29,5;0,02;;
1571;23/12/2020;9:26:10;3000;0,83;29,3;0,03;;
1572;23/12/2020;9:26:11;2950;0,83;29,3;0,02;;
1573;23/12/2020;9:26:12;2800;0,83;29,5;0,03;;
1574;23/12/2020;9:26:13;2925;0,83;29,3;0,05;;
1575;23/12/2020;9:26:14;2900;0,83;29,1;0,09;;
1576;23/12/2020;9:26:15;2800;0,83;29,1;0,2;;
1577;23/12/2020;9:26:16;2750;0,82;29,3;0,08;;
1578;23/12/2020;9:26:17;2900;0,82;29,1;0,05;;
1579;23/12/2020;9:26:18;2850;0,82;29,3;0,04;;
1580;23/12/2020;9:26:19;2950;0,83;29,3;0,05;;
1581;23/12/2020;9:26:20;3000;0,83;29,5;0,07;;
1582;23/12/2020;9:26:21;2950;0,83;29,3;0,04;;
1583;23/12/2020;9:26:22;2850;0,82;29,5;0,03;;
1584;23/12/2020;9:26:23;2800;0,83;29,3;0,02;;
1585;23/12/2020;9:26:24;2925;0,83;29,1;0,05;;
1586;23/12/2020;9:26:25;2850;0,83;29,1;0,05;;
1587;23/12/2020;9:26:26;2950;0,87;29,3;0,09;;
1588;23/12/2020;9:26:27;3000;0,82;29,1;0,11;;
1589;23/12/2020;9:26:28;2950;0,82;29,3;0,07;;
1590;23/12/2020;9:26:29;2800;0,82;29,3;0,07;;
1591;23/12/2020;9:26:30;2925;0,83;29,5;0,09;;
1592;23/12/2020;9:26:31;2900;0,83;29,3;0,04;;
1593;23/12/2020;9:26:32;2800;0,83;29,5;0,07;;
1594;23/12/2020;9:26:33;2750;0,82;29,3;0,05;;
1595;23/12/2020;9:26:34;2900;0,83;28,3;0,07;;
1596;23/12/2020;9:26:35;3000;0,83;28,1;0,11;;
1597;23/12/2020;9:26:36;2950;0,83;28,3;0,08;;
1598;23/12/2020;9:26:37;2800;0,83;28,3;0,05;;
1599;23/12/2020;9:26:38;2925;0,83;28,3;0,03;;
1600;23/12/2020;9:26:39;2900;0,83;28,3;0,01;;
1601;23/12/2020;9:26:40;2800;0,82;28,5;0,02;;
1602;23/12/2020;9:26:41;2750;0,82;28,1;0,03;;
1603;23/12/2020;9:26:42;2900;0,82;28,3;0,04;;
1604;23/12/2020;9:26:43;3000;0,83;28,5;0,03;;
1605;23/12/2020;9:26:44;2925;0,83;29,3;0,03;;
1606;23/12/2020;9:26:45;2900;0,83;29,1;0,03;;
1607;23/12/2020;9:26:46;2800;0,82;29,3;0,02;;
1608;23/12/2020;9:26:47;2750;0,83;29,3;0,03;;
1609;23/12/2020;9:26:48;2900;0,83;28,9;0,11;;
1610;23/12/2020;9:26:49;2850;0,83;29,1;0,03;;
1611;23/12/2020;9:26:50;2800;0,87;29,3;0,04;;
1612;23/12/2020;9:26:51;2925;0,82;29,3;0,03;;
1613;23/12/2020;9:26:52;2850;0,82;29,5;0,03;;
1614;23/12/2020;9:26:53;2950;0,82;29,3;0,03;;
1615;23/12/2020;9:26:54;2900;0,83;29,3;0,02;;
1616;23/12/2020;9:26:55;2750;0,83;29,5;0,03;;
1617;23/12/2020;9:26:56;2900;0,83;29,3;0,02;;
1618;23/12/2020;9:26:57;2850;0,83;29,1;0,03;;
1619;23/12/2020;9:26:58;2950;0,83;29,1;0,05;;
1620;23/12/2020;9:26:59;3000;0,87;29,3;0,09;;
1621;23/12/2020;9:27:00;2900;0,82;29,1;0,2;;
1622;23/12/2020;9:27:01;2850;0,82;29,3;0,08;;
1623;23/12/2020;9:27:02;2800;0,82;29,3;0,05;;
1624;23/12/2020;9:27:03;2925;0,83;29,5;0,04;;
1625;23/12/2020;9:27:04;2850;0,83;29,3;0,05;;
1626;23/12/2020;9:27:05;2950;0,83;29,5;0,07;;
1627;23/12/2020;9:27:06;3000;0,82;29,3;0,04;;
1628;23/12/2020;9:27:07;2950;0,83;29,1;0,03;;
1629;23/12/2020;9:27:08;2850;0,83;29,1;0,02;;
1630;23/12/2020;9:27:09;2800;0,83;29,3;0,05;;
1631;23/12/2020;9:27:10;2925;0,83;29,1;0,05;;
1632;23/12/2020;9:27:11;2850;0,83;29,3;0,09;;
1633;23/12/2020;9:27:12;2950;0,83;29,3;0,11;;
1634;23/12/2020;9:27:13;3000;0,82;29,5;0,07;;
1635;23/12/2020;9:27:14;2950;0,83;29,3;0,07;;
1636;23/12/2020;9:27:15;2800;0,83;29,5;0,05;;
1637;23/12/2020;9:27:16;2925;0,83;29,3;0,07;;
1638;23/12/2020;9:27:17;2900;0,83;28,3;0,11;;
1639;23/12/2020;9:27:18;2800;0,83;28,1;0,08;;
1640;23/12/2020;9:27:19;2750;0,83;28,3;0,05;;
1641;23/12/2020;9:27:20;2900;0,82;28,3;0,03;;
1642;23/12/2020;9:27:21;2850;0,82;28,3;0,03;;
1643;23/12/2020;9:27:22;2950;0,82;28,3;0,02;;
1644;23/12/2020;9:27:23;3000;0,83;28,5;0,03;;
1645;23/12/2020;9:27:24;2950;0,83;28,1;0,04;;
1646;23/12/2020;9:27:25;2850;0,83;28,3;0,03;;
1647;23/12/2020;9:27:26;2800;0,82;28,5;0,03;;
1648;23/12/2020;9:27:27;2925;0,83;29,3;0,03;;
1649;23/12/2020;9:27:28;2850;0,83;29,1;0,02;;
1650;23/12/2020;9:27:29;2950;0,83;29,3;0,03;;
1651;23/12/2020;9:27:30;3000;0,87;29,3;0,11;;
1652;23/12/2020;9:27:31;2950;0,82;28,3;0,03;;
1653;23/12/2020;9:27:32;2800;0,82;28,5;0,04;;
1654;23/12/2020;9:27:33;2925;0,82;29,3;0,03;;
1655;23/12/2020;9:27:34;2900;0,83;29,1;0,03;;
1656;23/12/2020;9:27:35;2800;0,83;29,3;0,03;;
1657;23/12/2020;9:27:36;2750;0,83;28,9;0,02;;
1658;23/12/2020;9:27:37;2900;0,83;29,1;0,03;;
1659;23/12/2020;9:27:38;3000;0,83;29,3;0,02;;
1660;23/12/2020;9:27:39;2950;0,87;29,3;0,03;;
1661;23/12/2020;9:27:40;2800;0,82;29,5;0,05;;
1662;23/12/2020;9:27:41;2925;0,82;29,3;0,09;;
1663;23/12/2020;9:27:42;2900;0,82;29,3;0,2;;
1664;23/12/2020;9:27:43;2800;0,83;29,5;0,08;;
1665;23/12/2020;9:27:44;2750;0,83;29,3;0,05;;
1666;23/12/2020;9:27:45;2900;0,83;29,1;0,04;;
1667;23/12/2020;9:27:46;3000;0,83;29,1;0,05;;
1668;23/12/2020;9:27:47;2925;0,83;29,3;0,07;;
1669;23/12/2020;9:27:48;2900;0,83;29,1;0,04;;
1670;23/12/2020;9:27:49;2800;0,87;29,3;0,03;;
1671;23/12/2020;9:27:50;2750;0,82;29,3;0,02;;
1672;23/12/2020;9:27:51;2900;0,82;29,5;0,05;;
1673;23/12/2020;9:27:52;2850;0,82;29,3;0,05;;
1674;23/12/2020;9:27:53;2800;0,83;29,5;0,09;;
1675;23/12/2020;9:27:54;2925;0,83;29,3;0,11;;
1676;23/12/2020;9:27:55;2850;0,82;29,1;0,07;;
1677;23/12/2020;9:27:56;2950;0,83;29,1;0,07;;
1678;23/12/2020;9:27:57;2900;0,83;29,3;0,05;;
1679;23/12/2020;9:27:58;2750;0,83;29,1;0,07;;
1680;23/12/2020;9:27:59;2900;0,83;29,3;0,09;;
1681;23/12/2020;9:28:00;2850;0,83;29,3;0,11;;
1682;23/12/2020;9:28:01;2950;0,83;29,5;0,03;;
1683;23/12/2020;9:28:02;3000;0,82;29,3;0,04;;
1684;23/12/2020;9:28:03;2950;0,82;29,5;0,05;;
1685;23/12/2020;9:28:04;2850;0,82;29,3;0,07;;
1686;23/12/2020;9:28:05;2800;0,83;28,3;0,04;;
1687;23/12/2020;9:28:06;2925;0,83;28,1;0,03;;
1688;23/12/2020;9:28:07;3000;0,83;28,3;0,02;;
1689;23/12/2020;9:28:08;2900;0,82;28,3;0,05;;
1690;23/12/2020;9:28:09;2925;0,83;28,3;0,05;;
1691;23/12/2020;9:28:10;3000;0,83;28,3;0,09;;
1692;23/12/2020;9:28:11;2800;0,83;28,5;0,11;;
1693;23/12/2020;9:28:12;2925;0,87;28,1;0,07;;
1694;23/12/2020;9:28:13;2900;0,82;28,3;0,09;;
1695;23/12/2020;9:28:14;2800;0,82;28,5;0,04;;
1696;23/12/2020;9:28:15;2750;0,82;29,3;0,07;;
1697;23/12/2020;9:28:16;2800;0,83;29,1;0,05;;
1698;23/12/2020;9:28:17;2750;0,83;29,3;0,07;;
1699;23/12/2020;9:28:18;2900;0,83;29,3;0,11;;
1700;23/12/2020;9:28:19;2850;0,83;26,6;0,08;;
1701;23/12/2020;9:28:20;2800;0,83;28,3;0,03;;
1702;23/12/2020;9:28:21;2925;0,87;28,1;0,02;;
1703;23/12/2020;9:28:22;2850;0,82;28,5;0,03;;
1704;23/12/2020;9:28:23;2950;0,82;28,3;0,11;;
1705;23/12/2020;9:28:24;2900;0,82;28,1;0,03;;
1706;23/12/2020;9:28:25;3000;0,83;28,3;0,04;;
1707;23/12/2020;9:28:26;2950;0,83;28,5;0,03;;
1708;23/12/2020;9:28:27;2850;0,83;29,3;0,03;;
1709;23/12/2020;9:28:28;2800;0,82;29,1;0,03;;
1710;23/12/2020;9:28:29;2925;0,83;29,3;0,02;;
1711;23/12/2020;9:28:30;2850;0,83;28,9;0,03;;
1712;23/12/2020;9:28:31;2950;0,83;29,1;0,02;;
1713;23/12/2020;9:28:32;3000;0,83;29,3;0,03;;
1714;23/12/2020;9:28:33;2950;0,83;29,3;0,05;;
1715;23/12/2020;9:28:34;2800;0,83;29,5;0,09;;
1716;23/12/2020;9:28:35;2925;0,82;29,3;0,2;;
1717;23/12/2020;9:28:36;2900;0,83;29,3;0,08;;
1718;23/12/2020;9:28:37;2800;0,83;29,5;0,05;;
1719;23/12/2020;9:28:38;2750;0,83;29,3;0,04;;
1720;23/12/2020;9:28:39;2900;0,83;29,1;0,05;;
1721;23/12/2020;9:28:40;2850;0,83;29,1;0,07;;
1722;23/12/2020;9:28:41;2950;0,83;29,3;0,04;;
1723;23/12/2020;9:28:42;3000;0,82;29,1;0,03;;
1724;23/12/2020;9:28:43;2950;0,82;29,3;0,02;;
1725;23/12/2020;9:28:44;2850;0,82;29,3;0,05;;
1726;23/12/2020;9:28:45;2800;0,83;29,5;0,05;;
1727;23/12/2020;9:28:46;2925;0,83;29,3;0,09;;
1728;23/12/2020;9:28:47;3000;0,83;29,1;0,11;;
1729;23/12/2020;9:28:48;2900;0,82;29,3;0,07;;
1730;23/12/2020;9:28:49;2925;0,83;29,3;0,07;;
1731;23/12/2020;9:28:50;3000;0,83;28,9;0,09;;
1732;23/12/2020;9:28:51;2800;0,83;29,1;0,04;;
1733;23/12/2020;9:28:52;2925;0,87;29,3;0,07;;
1734;23/12/2020;9:28:53;2900;0,82;29,3;0,05;;
1735;23/12/2020;9:28:54;2800;0,82;29,5;0,07;;
1736;23/12/2020;9:28:55;2750;0,82;29,3;0,11;;
1737;23/12/2020;9:28:56;2900;0,83;29,3;0,08;;
1738;23/12/2020;9:28:57;2850;0,83;29,5;0,05;;
1739;23/12/2020;9:28:58;2800;0,83;29,3;0,03;;
1740;23/12/2020;9:28:59;2925;0,83;29,1;0,01;;
1741;23/12/2020;9:29:00;2850;0,83;29,1;0,02;;
1742;23/12/2020;9:29:01;2950;0,87;29,3;0,03;;
1743;23/12/2020;9:29:02;2900;0,82;29,1;0,04;;
1744;23/12/2020;9:29:03;2750;0,82;29,3;0,03;;
1745;23/12/2020;9:29:04;2900;0,82;29,3;0,03;;
1746;23/12/2020;9:29:05;2850;0,83;29,5;0,03;;
1747;23/12/2020;9:29:06;2950;0,83;29,3;0,02;;
1748;23/12/2020;9:29:07;3000;0,83;29,5;0,03;;
1749;23/12/2020;9:29:08;2950;0,83;29,3;0,11;;
1750;23/12/2020;9:29:09;2850;0,83;29,1;0,03;;
1751;23/12/2020;9:29:10;2800;0,83;29,1;0,04;;
1752;23/12/2020;9:29:11;2925;0,87;29,3;0,03;;
1753;23/12/2020;9:29:12;3000;0,82;29,1;0,03;;
1754;23/12/2020;9:29:13;2900;0,82;29,3;0,03;;
1755;23/12/2020;9:29:14;2925;0,82;29,3;0,02;;
1756;23/12/2020;9:29:15;3000;0,83;29,5;0,03;;
1757;23/12/2020;9:29:16;2800;0,82;29,3;0,02;;
1758;23/12/2020;9:29:17;2925;0,82;29,5;0,03;;
1759;23/12/2020;9:29:18;2900;0,82;29,3;0,05;;
1760;23/12/2020;9:29:19;2800;0,82;28,3;0,09;;
1761;23/12/2020;9:29:20;2750;0,83;28,1;0,2;;
1762;23/12/2020;9:29:21;2900;0,83;28,3;0,08;;
1763;23/12/2020;9:29:22;2850;0,83;28,3;0,05;;
1764;23/12/2020;9:29:23;2800;0,83;28,3;0,04;;
1765;23/12/2020;9:29:24;2925;0,83;28,3;0,05;;
1766;23/12/2020;9:29:25;2850;0,82;28,5;0,07;;
1767;23/12/2020;9:29:26;2950;0,82;28,1;0,04;;
1768;23/12/2020;9:29:27;2900;0,82;28,3;0,03;;
1769;23/12/2020;9:29:28;2750;0,83;28,5;0,02;;
1770;23/12/2020;9:29:29;2900;0,83;29,3;0,05;;
1771;23/12/2020;9:29:30;2850;0,83;29,1;0,05;;
1772;23/12/2020;9:29:31;2950;0,83;29,3;0,09;;
